Date Time,Monitor ID,Location ID,PM10,PM2.5
14 Oct 2023 07:13,2,1,0.179,0.086
14 Oct 2023 07:14,2,1,0.186,0.087
14 Oct 2023 07:15,2,1,0.178,0.084
14 Oct 2023 07:16,2,1,0.175,0.084
14 Oct 2023 07:17,2,1,0.188,0.086
14 Oct 2023 07:18,2,1,0.175,0.085
14 Oct 2023 07:19,2,1,0.185,0.087
14 Oct 2023 07:20,2,1,0.189,0.089
14 Oct 2023 07:21,2,1,0.182,0.086
14 Oct 2023 07:22,2,1,0.195,0.088
14 Oct 2023 07:23,2,1,0.180,0.087
14 Oct 2023 07:24,2,1,0.179,0.084
14 Oct 2023 07:25,2,1,0.175,0.085
14 Oct 2023 07:26,2,1,0.180,0.086
14 Oct 2023 07:27,2,1,0.179,0.085
14 Oct 2023 07:28,2,1,0.182,0.086
14 Oct 2023 07:29,2,1,0.185,0.085
14 Oct 2023 07:30,2,1,0.188,0.088
14 Oct 2023 07:31,2,1,0.179,0.085
14 Oct 2023 07:32,2,1,0.183,0.087
14 Oct 2023 07:33,2,1,0.181,0.085
14 Oct 2023 07:34,2,1,0.178,0.087
14 Oct 2023 07:35,2,1,0.175,0.086
14 Oct 2023 07:36,2,1,0.171,0.084
14 Oct 2023 07:37,2,1,0.171,0.084
14 Oct 2023 07:38,2,1,0.189,0.088
14 Oct 2023 07:39,2,1,0.179,0.084
14 Oct 2023 07:40,2,1,0.178,0.085
14 Oct 2023 07:41,2,1,0.170,0.084
14 Oct 2023 07:42,2,1,0.182,0.085
14 Oct 2023 07:43,2,1,0.169,0.083
14 Oct 2023 07:44,2,1,0.178,0.086
14 Oct 2023 07:45,2,1,0.183,0.089
14 Oct 2023 07:46,2,1,0.174,0.086
14 Oct 2023 07:47,2,1,0.169,0.085
14 Oct 2023 07:48,2,1,0.176,0.085
14 Oct 2023 07:49,2,1,0.169,0.084
14 Oct 2023 07:50,2,1,0.162,0.082
14 Oct 2023 07:51,2,1,0.166,0.083
14 Oct 2023 07:52,2,1,0.175,0.085
14 Oct 2023 07:53,2,1,0.170,0.085
14 Oct 2023 07:54,2,1,0.153,0.078
14 Oct 2023 07:55,2,1,0.171,0.084
14 Oct 2023 07:56,2,1,0.159,0.080
14 Oct 2023 07:57,2,1,0.154,0.080
14 Oct 2023 07:58,2,1,0.158,0.081
14 Oct 2023 07:59,2,1,0.173,0.086
